Código Município Completo,Nome_Município,UF,CAPAG,Indicador 1,Nota 1,Indicador 2,Nota 2,Indicador 3,Nota 3,ICF
3151305,Piraúba,MG,n.d.,"0,00%",A,"95,18%",C,n.d.,n.d.,Bicf
3151404,Pitangui,MG,B,"8,17%",A,"90,23%",B,"3,30%",B,Dicf
3151503,Piumhi,MG,A,"1,18%",A,"89,52%",B,"29,48%",A,Cicf
3151602,Planura,MG,C,"4,53%",A,"95,73%",C,"-1,99%",C,Dicf
3151701,Poço Fundo,MG,C,"8,72%",A,"97,16%",C,"0,70%",B,Dicf
3151800,Poços de Caldas,MG,C,"49,95%",A,"95,87%",C,"-2,07%",C,Cicf
3151909,Pocrane,MG,n.d.,"0,60%",A,"92,90%",B,n.d.,n.d.,Cicf
3152006,Pompéu,MG,n.d.,"33,31%",A,"85,40%",B,n.d.,n.d.,Cicf
3152105,Ponte Nova,MG,A,"7,32%",A,"93,96%",B,"17,17%",A,Cicf
3152131,Ponto Chique,MG,C,"1,19%",A,"96,05%",C,"0,52%",B,Bicf
3152170,Ponto dos Volantes,MG,C,"4,58%",A,"100,88%",C,"0,50%",B,Dicf
3152204,Porteirinha,MG,C,"7,45%",A,"97,94%",C,"4,99%",B,Bicf
3152303,Porto Firme,MG,C,"4,42%",A,"95,08%",C,"7,35%",A,Bicf
3152402,Poté,MG,C,"20,13%",A,"101,74%",C,"-2,56%",C,Dicf
3152501,Pouso Alegre,MG,A,"6,90%",A,"91,31%",B,"26,31%",A,Bicf
3152600,Pouso Alto,MG,A,"5,59%",A,"94,48%",B,"13,19%",A,Cicf
3152709,Prados,MG,C,"1,37%",A,"97,60%",C,"2,96%",B,Bicf
3152808,Prata,MG,B,"3,06%",A,"94,01%",B,"1,75%",B,Cicf
3152907,Pratápolis,MG,C,"24,76%",A,"101,23%",C,"-3,07%",C,Dicf
3153004,Pratinha,MG,B,"0,07%",A,"92,72%",B,"3,21%",B,Cicf
3153103,Presidente Bernardes,MG,A,"0,01%",A,"90,70%",B,"11,13%",A,Bicf
3153202,Presidente Juscelino,MG,B,"1,21%",A,"94,12%",B,"3,06%",B,Cicf
3153301,Presidente Kubitschek,MG,C,"5,73%",A,"96,46%",C,"4,00%",B,Aicf
3153400,Presidente Olegário,MG,C,"1,58%",A,"100,85%",C,"12,73%",A,Cicf
3153509,Alto Jequitibá,MG,B,"1,41%",A,"94,84%",B,"3,95%",B,Dicf
3153608,Prudente de Morais,MG,C,"29,17%",A,"96,35%",C,"4,90%",B,Cicf
3153707,Quartel Geral,MG,n.e.,"13,59%",A,"99,10%",C,"0,97%",B,Eicf
3153806,Queluzito,MG,A,"0,37%",A,"82,87%",A,"1,27%",B,Bicf
3153905,Raposos,MG,n.d.,"12,00%",A,n.d.,n.d.,n.d.,n.d.,Cicf
3154002,Raul Soares,MG,C,"5,06%",A,"96,25%",C,"2,72%",B,Cicf
3154101,Recreio,MG,C,"5,88%",A,"104,37%",C,"-1,13%",C,Cicf
3154150,Reduto,MG,C,"2,20%",A,"92,82%",B,"-0,08%",C,Dicf
3154200,Resende Costa,MG,A,"0,00%",A,"82,89%",A,"13,08%",A,Bicf
3154309,Resplendor,MG,C,"2,64%",A,"97,71%",C,"-2,29%",C,Dicf
3154408,Ressaquinha,MG,B,"4,33%",A,"92,75%",B,"4,08%",B,Bicf
3154457,Riachinho,MG,C,"2,99%",A,"95,30%",C,"-5,42%",C,Dicf
3154507,Riacho dos Machados,MG,C,"27,93%",A,"93,33%",B,"-4,67%",C,Bicf
3154606,Ribeirão das Neves,MG,C,"27,79%",A,"89,15%",B,"-1,66%",C,Cicf
3154705,Ribeirão Vermelho,MG,C,"2,97%",A,"96,03%",C,"14,54%",A,Cicf
3154804,Rio Acima,MG,B,"12,14%",A,"89,97%",B,"4,15%",B,Bicf
3154903,Rio Casca,MG,n.e.,"5,58%",A,"88,04%",B,"8,17%",A,Eicf
3155009,Rio Doce,MG,C,"1,11%",A,"84,71%",A,"0,00%",C,Cicf
3155108,Rio do Prado,MG,C,"1,78%",A,"97,24%",C,"-7,05%",C,Cicf
3155207,Rio Espera,MG,A,"8,32%",A,"89,74%",B,"10,35%",A,Cicf
3155306,Rio Manso,MG,B,"6,32%",A,"89,47%",B,"4,69%",B,Cicf
3155405,Rio Novo,MG,C,"14,02%",A,"94,97%",B,"-0,73%",C,Cicf
3155504,Rio Paranaíba,MG,A,"30,82%",A,"77,82%",A,"20,96%",A,Bicf
3155603,Rio Pardo de Minas,MG,B,"27,59%",A,"93,01%",B,"2,62%",B,Bicf
3155702,Rio Piracicaba,MG,A,"0,94%",A,"90,41%",B,"6,12%",A,Cicf
3155801,Rio Pomba,MG,A,"10,61%",A,"93,14%",B,"16,44%",A,Cicf
3155900,Rio Preto,MG,C,"1,13%",A,"98,72%",C,"-0,42%",C,Cicf
3156007,Rio Vermelho,MG,C,"15,45%",A,"97,65%",C,"0,79%",B,Dicf
3156106,Ritápolis,MG,A,"0,00%",A,"89,50%",B,"12,88%",A,Bicf
3156205,Rochedo de Minas,MG,C,"5,24%",A,"102,09%",C,"1,66%",B,Dicf
3156304,Rodeiro,MG,B,"0,92%",A,"94,47%",B,"0,71%",B,Dicf
3156403,Romaria,MG,A,"4,55%",A,"93,58%",B,"12,36%",A,Cicf
3156452,Rosário da Limeira,MG,B,"2,94%",A,"91,93%",B,"2,48%",B,Dicf
3156502,Rubelita,MG,C,"3,90%",A,"100,67%",C,"-3,25%",C,Dicf
3156601,Rubim,MG,C,"16,98%",A,"91,04%",B,"-0,07%",C,Bicf
3156700,Sabará,MG,B,"32,52%",A,"91,67%",B,"3,17%",B,Cicf
3156809,Sabinópolis,MG,C,"9,40%",A,"95,57%",C,"2,36%",B,Dicf
3156908,Sacramento,MG,B,"0,37%",A,"87,05%",B,"0,98%",B,Dicf
3157005,Salinas,MG,A,"7,75%",A,"91,07%",B,"21,25%",A,Dicf
3157104,Salto da Divisa,MG,C,"12,65%",A,"98,02%",C,"-4,47%",C,Bicf
3157203,Santa Bárbara,MG,n.d.,"0,00%",A,"88,29%",B,n.d.,n.d.,Dicf
3157252,Santa Bárbara do Leste,MG,n.d.,"7,43%",A,"88,33%",B,n.d.,n.d.,Dicf
3157278,Santa Bárbara do Monte Verde,MG,C,"0,90%",A,"99,99%",C,"3,36%",B,Cicf
3157302,Santa Bárbara do Tugúrio,MG,A,"0,54%",A,"89,41%",B,"12,29%",A,Bicf
3157336,Santa Cruz de Minas,MG,A,"0,00%",A,"92,35%",B,"5,11%",A,Bicf
3157377,Santa Cruz de Salinas,MG,C,"3,08%",A,"107,27%",C,"-6,02%",C,Aicf
3157401,Santa Cruz do Escalvado,MG,A,"0,10%",A,"83,89%",A,"6,97%",A,Cicf
3157500,Santa Efigênia de Minas,MG,C,"0,00%",A,"99,96%",C,"-7,02%",C,Dicf
3157609,Santa Fé de Minas,MG,C,"42,22%",A,"100,97%",C,"-11,64%",C,Bicf
3157658,Santa Helena de Minas,MG,C,"0,00%",A,"100,21%",C,"0,00%",C,Dicf
3157708,Santa Juliana,MG,B,"44,73%",A,"89,91%",B,"2,34%",B,Cicf
3157807,Santa Luzia,MG,n.d.,"32,42%",A,n.d.,n.d.,n.d.,n.d.,Cicf
3157906,Santa Margarida,MG,A,"3,52%",A,"83,83%",A,"31,76%",A,Dicf
3158003,Santa Maria de Itabira,MG,C,"0,00%",A,"104,09%",C,"-0,23%",C,Cicf
3158102,Santa Maria do Salto,MG,C,"15,00%",A,"94,48%",B,"-14,50%",C,Cicf
3158201,Santa Maria do Suaçuí,MG,n.d.,"16,79%",A,n.d.,n.d.,"-4,93%",C,Dicf
3158300,Santana da Vargem,MG,C,"4,41%",A,"96,90%",C,"8,19%",A,Bicf
3158409,Santana de Cataguases,MG,C,"0,94%",A,"96,17%",C,"9,55%",A,Bicf
3158508,Santana de Pirapama,MG,A,"8,77%",A,"91,06%",B,"14,32%",A,Cicf
3158607,Santana do Deserto,MG,B,"26,27%",A,"93,92%",B,"2,09%",B,Cicf
3158706,Santana do Garambéu,MG,A,"1,69%",A,"91,64%",B,"12,06%",A,Cicf
3158805,Santana do Jacaré,MG,A,"3,80%",A,"93,85%",B,"11,08%",A,Cicf
3158904,Santana do Manhuaçu,MG,n.d.,"13,05%",A,"95,21%",C,n.d.,n.d.,Cicf
3158953,Santana do Paraíso,MG,A,"11,10%",A,"87,50%",B,"39,60%",A,Cicf
3159001,Santana do Riacho,MG,C,"5,59%",A,"100,25%",C,"1,67%",B,Bicf
3159100,Santana dos Montes,MG,C,"4,92%",A,"95,53%",C,"2,20%",B,Bicf
3159209,Santa Rita de Caldas,MG,C,"13,70%",A,"102,79%",C,"1,08%",B,Bicf
3159308,Santa Rita de Jacutinga,MG,n.d.,n.d.,n.d.,"93,66%",B,n.d.,n.d.,Cicf
3159357,Santa Rita de Minas,MG,n.d.,"6,51%",A,"99,55%",C,n.d.,n.d.,Cicf
3159407,Santa Rita de Ibitipoca,MG,A,"3,19%",A,"94,29%",B,"5,03%",A,Bicf
3159506,Santa Rita do Itueto,MG,n.d.,"3,03%",A,"96,83%",C,n.d.,n.d.,Dicf
3159605,Santa Rita do Sapucaí,MG,B,"26,16%",A,"94,71%",B,"2,17%",B,Cicf
3159704,Santa Rosa da Serra,MG,n.d.,"14,77%",A,"91,33%",B,n.d.,n.d.,Dicf
3159803,Santa Vitória,MG,C,"13,81%",A,"99,83%",C,"-0,61%",C,Cicf
3159902,Santo Antônio do Amparo,MG,n.e.,"7,12%",A,n.d.,n.d.,"18,32%",A,Eicf
3160009,Santo Antônio do Aventureiro,MG,C,"3,45%",A,"98,12%",C,"-2,87%",C,Cicf
3160108,Santo Antônio do Grama,MG,A,"0,00%",A,"89,65%",B,"38,09%",A,Cicf
3160207,Santo Antônio do Itambé,MG,C,"16,00%",A,"95,65%",C,"5,17%",A,Aicf
3160306,Santo Antônio do Jacinto,MG,B,"11,00%",A,"94,34%",B,"2,09%",B,Bicf
3160405,Santo Antônio do Monte,MG,B,"3,87%",A,"94,00%",B,"0,51%",B,Cicf
3160454,Santo Antônio do Retiro,MG,C,"8,69%",A,"95,42%",C,"-1,56%",C,Bicf
3160504,Santo Antônio do Rio Abaixo,MG,A,"0,86%",A,"88,94%",B,"14,50%",A,Cicf
3160603,Santo Hipólito,MG,B,"4,95%",A,"94,59%",B,"1,78%",B,Bicf
3160702,Santos Dumont,MG,n.e.,"0,19%",A,"98,20%",C,"5,23%",A,Eicf
3160801,São Bento Abade,MG,A+,"11,22%",A,"87,08%",B,"22,01%",A,Aicf
3160900,São Brás do Suaçuí,MG,A+,"0,00%",A,"64,37%",A,"10,64%",A,Aicf
3160959,São Domingos das Dores,MG,C,"0,00%",A,"96,62%",C,"5,60%",A,Bicf
3161007,São Domingos do Prata,MG,n.d.,"14,38%",A,"90,67%",B,n.d.,n.d.,Dicf
3161056,São Félix de Minas,MG,B,"5,23%",A,"86,60%",B,"0,81%",B,Cicf
3161106,São Francisco,MG,C,"33,05%",A,"91,32%",B,"-0,87%",C,Bicf
3161205,São Francisco de Paula,MG,n.d.,"17,50%",A,"98,61%",C,n.d.,n.d.,Cicf
3161304,São Francisco de Sales,MG,n.e.,"12,62%",A,"92,56%",B,"-1,71%",C,Eicf
3161403,São Francisco do Glória,MG,C,"4,93%",A,"79,34%",A,"-4,10%",C,Dicf
3161502,São Geraldo,MG,A,"2,14%",A,"86,97%",B,"19,75%",A,Bicf
3161601,São Geraldo da Piedade,MG,C,"1,02%",A,"95,02%",C,"-0,71%",C,Cicf
3161650,São Geraldo do Baixio,MG,B,"1,24%",A,"90,46%",B,"3,10%",B,Cicf
3161700,São Gonçalo do Abaeté,MG,A,"11,04%",A,"87,76%",B,"6,63%",A,Cicf
3161809,São Gonçalo do Pará,MG,n.d.,"0,49%",A,"102,14%",C,n.d.,n.d.,Cicf
3161908,São Gonçalo do Rio Abaixo,MG,n.d.,"0,42%",A,"75,09%",A,n.d.,n.d.,Bicf
3162005,São Gonçalo do Sapucaí,MG,B,"6,03%",A,"93,81%",B,"1,09%",B,Cicf
3162104,São Gotardo,MG,n.e.,"1,21%",A,"87,09%",B,"6,32%",A,Eicf
3162203,São João Batista do Glória,MG,B,"9,43%",A,"94,08%",B,"3,90%",B,Dicf
3162252,São João da Lagoa,MG,C,"5,93%",A,"95,54%",C,"-3,18%",C,Bicf
3162302,São João da Mata,MG,C,"1,74%",A,"94,77%",B,"0,00%",C,Bicf
3162401,São João da Ponte,MG,C,"28,72%",A,"86,51%",B,"-2,14%",C,Cicf
3162450,São João das Missões,MG,C,"12,15%",A,"86,88%",B,"-0,13%",C,Cicf
3162500,São João del Rei,MG,B,"0,46%",A,"89,14%",B,"0,40%",B,Bicf
3162559,São João do Manhuaçu,MG,n.e.,"3,51%",A,"91,03%",B,"-4,99%",C,Eicf
3162575,São João do Manteninha,MG,n.d.,"3,20%",A,"95,43%",C,n.d.,n.d.,Cicf
3162609,São João do Oriente,MG,C,"0,31%",A,"95,32%",C,"-0,68%",C,Cicf
3162658,São João do Pacuí,MG,C,"14,92%",A,"92,49%",B,"-3,56%",C,Bicf
3162708,São João do Paraíso,MG,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,Dicf
3162807,São João Evangelista,MG,C,"5,71%",A,"96,41%",C,"0,92%",B,Dicf
3162906,São João Nepomuceno,MG,n.e.,"0,37%",A,n.d.,n.d.,"1,27%",B,Eicf
3162922,São Joaquim de Bicas,MG,C,"19,11%",A,"91,56%",B,"-0,06%",C,Bicf
3162948,São José da Barra,MG,A,"0,56%",A,"92,84%",B,"9,20%",A,Cicf
3162955,São José da Lapa,MG,n.e.,"28,37%",A,"95,98%",C,"-10,12%",C,Eicf
3163003,São José da Safira,MG,n.d.,"0,58%",A,"102,84%",C,n.d.,n.d.,Dicf
3163102,São José da Varginha,MG,n.d.,"0,63%",A,"96,10%",C,n.d.,n.d.,Cicf
3163201,São José do Alegre,MG,A,"3,37%",A,"92,89%",B,"7,63%",A,Bicf
3163300,São José do Divino,MG,n.d.,"14,08%",A,"87,81%",B,n.d.,n.d.,Cicf
3163409,São José do Goiabal,MG,n.d.,"2,09%",A,"95,66%",C,n.d.,n.d.,Bicf
3163508,São José do Jacuri,MG,n.e.,"6,39%",A,"92,90%",B,"2,39%",B,Eicf
3163607,São José do Mantimento,MG,C,"1,87%",A,"94,41%",B,"-4,01%",C,Cicf
3163706,São Lourenço,MG,C,"16,06%",A,"95,14%",C,"4,43%",B,Bicf
3163805,São Miguel do Anta,MG,n.d.,"2,63%",A,"97,63%",C,n.d.,n.d.,Cicf
3163904,São Pedro da União,MG,A,"8,92%",A,"88,86%",B,"11,74%",A,Cicf
3164001,São Pedro dos Ferros,MG,n.d.,"5,36%",A,"98,90%",C,n.d.,n.d.,Cicf
3164100,São Pedro do Suaçuí,MG,C,"3,54%",A,"98,68%",C,"0,77%",B,Bicf
3164209,São Romão,MG,n.d.,"11,01%",A,"97,89%",C,n.d.,n.d.,Cicf
3164308,São Roque de Minas,MG,A,"17,32%",A,"91,30%",B,"15,60%",A,Cicf
3164407,São Sebastião da Bela Vista,MG,n.d.,"7,22%",A,"91,69%",B,n.d.,n.d.,Bicf
3164431,São Sebastião da Vargem Alegre,MG,B,"10,81%",A,"90,65%",B,"4,31%",B,Cicf
3164472,São Sebastião do Anta,MG,C,"14,42%",A,"96,81%",C,"0,99%",B,Cicf
3164506,São Sebastião do Maranhão,MG,B,"1,29%",A,"93,40%",B,"4,56%",B,Cicf
3164605,São Sebastião do Oeste,MG,B,"0,09%",A,"93,50%",B,"0,01%",B,Cicf
3164704,São Sebastião do Paraíso,MG,C,"4,41%",A,"96,03%",C,"-2,15%",C,Bicf
3164803,São Sebastião do Rio Preto,MG,n.e.,"1,76%",A,"99,33%",C,"6,35%",A,Eicf
3164902,São Sebastião do Rio Verde,MG,C,"1,95%",A,"97,34%",C,"5,20%",A,Cicf
3165008,São Tiago,MG,B,"5,71%",A,"91,53%",B,"4,85%",B,Bicf
3165107,São Tomás de Aquino,MG,C,"3,05%",A,"97,92%",C,"1,11%",B,Cicf
3165206,São Tomé das Letras,MG,C,"1,15%",A,"96,58%",C,"10,11%",A,Dicf
3165305,São Vicente de Minas,MG,B,"5,18%",A,"93,52%",B,"0,07%",B,Bicf
3165404,Sapucaí-Mirim,MG,B,"9,16%",A,"89,83%",B,"3,92%",B,Bicf
3165503,Sardoá,MG,C,"3,62%",A,"86,64%",B,"-2,06%",C,Cicf
3165537,Sarzedo,MG,C,"13,82%",A,"90,41%",B,"-7,94%",C,Dicf
3165552,Setubinha,MG,C,"3,94%",A,"99,35%",C,"-8,32%",C,Bicf
3165560,Sem-Peixe,MG,B,"4,04%",A,"94,91%",B,"3,03%",B,Cicf
3165578,Senador Amaral,MG,A+,"14,58%",A,"91,08%",B,"8,85%",A,Aicf
3165602,Senador Cortes,MG,A,"3,62%",A,"90,94%",B,"9,18%",A,Bicf
3165701,Senador Firmino,MG,n.d.,"0,00%",A,"96,49%",C,n.d.,n.d.,Bicf
3165800,Senador José Bento,MG,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,Bicf
3165909,Senador Modestino Gonçalves,MG,C,"7,76%",A,"105,10%",C,"-9,71%",C,Cicf
3166006,Senhora de Oliveira,MG,C,"1,29%",A,"95,84%",C,"2,55%",B,Bicf
3166105,Senhora do Porto,MG,C,"2,83%",A,"99,43%",C,"1,89%",B,Dicf
3166204,Senhora dos Remédios,MG,B,"0,66%",A,"93,75%",B,"2,16%",B,Bicf
3166303,Sericita,MG,A,"21,04%",A,"89,44%",B,"18,48%",A,Cicf
3166402,Seritinga,MG,A,"0,12%",A,"85,22%",B,"23,74%",A,Bicf
3166501,Serra Azul de Minas,MG,C,"5,49%",A,"95,42%",C,"-1,49%",C,Aicf
3166600,Serra da Saudade,MG,n.d.,"0,00%",A,"96,76%",C,n.d.,n.d.,Cicf
3166709,Serra dos Aimorés,MG,n.e.,"0,00%",A,"102,50%",C,"-31,12%",C,Eicf
3166808,Serra do Salitre,MG,A,"0,00%",A,"86,12%",B,"11,39%",A,Dicf
3166907,Serrania,MG,C,"13,63%",A,"94,74%",B,"0,00%",C,Dicf
3166956,Serranópolis de Minas,MG,C,"0,00%",A,"100,00%",C,"-0,77%",C,Bicf
3167004,Serranos,MG,C,"14,97%",A,"95,94%",C,"0,62%",B,Cicf
3167103,Serro,MG,A,"0,18%",A,"94,88%",B,"5,82%",A,Dicf
3167202,Sete Lagoas,MG,C,"29,31%",A,"95,85%",C,"-0,18%",C,Cicf
3167301,Silveirânia,MG,B+,"17,55%",A,"87,95%",B,"0,00%",B,Aicf
3167400,Silvianópolis,MG,C,"9,50%",A,"98,85%",C,"-3,13%",C,Cicf
3167509,Simão Pereira,MG,A,"1,24%",A,"93,32%",B,"6,88%",A,Cicf
3167608,Simonésia,MG,A,"3,01%",A,"93,47%",B,"6,47%",A,Cicf
3167707,Sobrália,MG,n.d.,"2,95%",A,"95,21%",C,n.d.,n.d.,Dicf
3167806,Soledade de Minas,MG,A,"1,17%",A,"92,33%",B,"6,80%",A,Bicf
3167905,Tabuleiro,MG,A,"4,49%",A,"93,27%",B,"5,07%",A,Cicf
3168002,Taiobeiras,MG,n.d.,"1,81%",A,n.d.,n.d.,"5,06%",A,Cicf
3168051,Taparuba,MG,C,"1,87%",A,"92,62%",B,"-3,40%",C,Dicf
3168101,Tapira,MG,n.d.,"0,00%",A,n.d.,n.d.,"7,08%",A,Dicf
3168200,Tapiraí,MG,n.d.,"0,00%",A,n.d.,n.d.,"5,13%",A,Cicf
3168309,Taquaraçu de Minas,MG,n.d.,"20,56%",A,n.d.,n.d.,"14,81%",A,Cicf
3168408,Tarumirim,MG,C,"8,25%",A,"97,02%",C,"-2,78%",C,Cicf
3168507,Teixeiras,MG,B,"3,48%",A,"91,96%",B,"2,84%",B,Bicf
3168606,Teófilo Otoni,MG,n.e.,"25,85%",A,"99,87%",C,"0,00%",C,Eicf
3168705,Timóteo,MG,B,"27,26%",A,"93,20%",B,"0,03%",B,Dicf
3168804,Tiradentes,MG,B,"0,00%",A,"94,54%",B,"1,83%",B,Bicf
3168903,Tiros,MG,C,"1,70%",A,"95,45%",C,"-0,02%",C,Dicf
3169000,Tocantins,MG,C,"3,00%",A,"96,74%",C,"2,08%",B,Cicf
3169059,Tocos do Moji,MG,B,"0,00%",A,"88,96%",B,"3,58%",B,Bicf
3169109,Toledo,MG,B,"5,21%",A,"94,80%",B,"0,87%",B,Bicf
3169208,Tombos,MG,A,"0,33%",A,"93,05%",B,"14,53%",A,Cicf
3169307,Três Corações,MG,n.d.,"9,72%",A,"97,86%",C,n.d.,n.d.,Cicf
3169356,Três Marias,MG,n.d.,"5,87%",A,"96,54%",C,n.d.,n.d.,Cicf
3169406,Três Pontas,MG,C,"39,39%",A,"95,28%",C,"8,21%",A,Cicf
3169505,Tumiritinga,MG,n.d.,"12,75%",A,"104,99%",C,n.d.,n.d.,Cicf
3169604,Tupaciguara,MG,n.e.,"24,19%",A,n.d.,n.d.,"1,24%",B,Eicf
3169703,Turmalina,MG,C,"9,11%",A,"97,02%",C,"2,43%",B,Bicf
3169802,Turvolândia,MG,C,"6,80%",A,"95,83%",C,"2,20%",B,Cicf
3169901,Ubá,MG,B,"2,22%",A,"87,66%",B,"3,63%",B,Cicf
3170008,Ubaí,MG,C,"23,17%",A,"103,90%",C,"1,44%",B,Bicf
3170057,Ubaporanga,MG,B,"10,05%",A,"91,45%",B,"3,49%",B,Bicf
3170107,Uberaba,MG,B,"21,93%",A,"87,61%",B,"1,12%",B,Cicf
3170206,Uberlândia,MG,C,"23,98%",A,"97,19%",C,"0,69%",B,Bicf
3170305,Umburatiba,MG,C,"1,89%",A,"103,04%",C,"0,00%",C,Cicf
3170404,Unaí,MG,A,"7,29%",A,"90,01%",B,"6,23%",A,Dicf
3170438,União de Minas,MG,C,"4,96%",A,"90,04%",B,"0,00%",C,Dicf
3170479,Uruana de Minas,MG,C,"1,82%",A,"96,16%",C,"0,51%",B,Cicf
3170503,Urucânia,MG,A,"5,66%",A,"93,92%",B,"6,93%",A,Bicf
3170529,Urucuia,MG,n.e.,"5,31%",A,"93,74%",B,"1,11%",B,Eicf
3170578,Vargem Alegre,MG,B,"6,91%",A,"89,90%",B,"3,02%",B,Dicf
3170602,Vargem Bonita,MG,A,"15,72%",A,"91,57%",B,"5,14%",A,Bicf
3170651,Vargem Grande do Rio Pardo,MG,C,"9,60%",A,"96,30%",C,"-4,91%",C,Bicf
3170701,Varginha,MG,n.d.,"13,60%",A,n.d.,n.d.,"13,37%",A,Cicf
3170750,Varjão de Minas,MG,n.e.,"9,56%",A,n.d.,n.d.,"-13,21%",C,Eicf
3170800,Várzea da Palma,MG,B,"44,06%",A,"90,19%",B,"2,00%",B,Cicf
3170909,Varzelândia,MG,n.d.,"4,87%",A,"95,98%",C,n.d.,n.d.,Bicf
3171006,Vazante,MG,A,"20,46%",A,"81,44%",A,"15,83%",A,Cicf
3171030,Verdelândia,MG,C,"14,90%",A,"96,85%",C,"-2,08%",C,Bicf
3171071,Veredinha,MG,C,"4,50%",A,"90,63%",B,"-0,70%",C,Bicf
3171105,Veríssimo,MG,C,"20,62%",A,"97,19%",C,"1,55%",B,Cicf
3171154,Vermelho Novo,MG,C,"1,37%",A,"84,27%",A,"-0,34%",C,Cicf
3171204,Vespasiano,MG,C,"27,98%",A,"92,65%",B,"-2,26%",C,Cicf
3171303,Viçosa,MG,n.d.,"7,35%",A,n.d.,n.d.,"6,40%",A,Dicf
3171402,Vieiras,MG,C,"6,01%",A,"97,59%",C,"-6,57%",C,Cicf
3171501,Mathias Lobato,MG,C,"0,00%",A,"93,58%",B,"-1,61%",C,Cicf
3171600,Virgem da Lapa,MG,n.d.,"2,59%",A,"92,59%",B,n.d.,n.d.,Bicf
3171709,Virgínia,MG,B,"3,02%",A,"94,61%",B,"0,04%",B,Bicf
3171808,Virginópolis,MG,C,"0,00%",A,"94,48%",B,"-2,24%",C,Cicf
3171907,Virgolândia,MG,n.d.,"3,48%",A,"97,93%",C,n.d.,n.d.,Cicf
3172004,Visconde do Rio Branco,MG,n.d.,"13,17%",A,"98,26%",C,n.d.,n.d.,Cicf
3172103,Volta Grande,MG,n.d.,"4,71%",A,"95,59%",C,n.d.,n.d.,Cicf
3172202,Wenceslau Braz,MG,C,"8,36%",A,"98,66%",C,"-2,44%",C,Dicf
3200102,Afonso Cláudio,ES,C,"0,00%",A,"95,68%",C,"8,29%",A,Aicf
3200136,Águia Branca,ES,A,"0,00%",A,"87,74%",B,"5,25%",A,Bicf
3200169,Água Doce do Norte,ES,C,"20,90%",A,"95,48%",C,"3,38%",B,Aicf
3200201,Alegre,ES,B,"36,62%",A,"92,09%",B,"4,23%",B,Bicf
3200300,Alfredo Chaves,ES,A,"0,40%",A,"91,87%",B,"6,85%",A,Bicf
3200359,Alto Rio Novo,ES,B,"25,09%",A,"91,71%",B,"4,45%",B,Bicf
3200409,Anchieta,ES,C,"1,72%",A,"95,22%",C,"4,32%",B,Bicf
3200508,Apiacá,ES,C,"0,00%",A,"96,24%",C,"1,61%",B,Bicf
3200607,Aracruz,ES,A+,"4,49%",A,"86,04%",B,"17,57%",A,Aicf
3200706,Atílio Vivácqua,ES,C,"0,55%",A,"96,61%",C,"5,65%",A,Aicf
3200805,Baixo Guandu,ES,A+,"9,75%",A,"93,97%",B,"6,39%",A,Aicf
3200904,Barra de São Francisco,ES,C,"41,14%",A,"90,81%",B,"-6,24%",C,Bicf
3201001,Boa Esperança,ES,A,"4,23%",A,"88,15%",B,"7,31%",A,Cicf
3201100,Bom Jesus do Norte,ES,C,"1,68%",A,"97,53%",C,"0,83%",B,Bicf
3201159,Brejetuba,ES,A+,"0,84%",A,"86,85%",B,"5,16%",A,Aicf
3201209,Cachoeiro de Itapemirim,ES,B+,"12,06%",A,"93,15%",B,"3,66%",B,Aicf
3201308,Cariacica,ES,A+,"16,24%",A,"82,41%",A,"3,31%",B,Aicf
3201407,Castelo,ES,A+,"1,84%",A,"91,92%",B,"9,17%",A,Aicf
3201506,Colatina,ES,C,"21,16%",A,"96,25%",C,"5,86%",A,Aicf
3201605,Conceição da Barra,ES,C,"0,00%",A,"92,37%",B,"-1,95%",C,Bicf
3201704,Conceição do Castelo,ES,C,"0,00%",A,"97,44%",C,"4,20%",B,Aicf
3201803,Divino de São Lourenço,ES,C,"0,00%",A,"100,38%",C,"0,11%",B,Bicf
3201902,Domingos Martins,ES,A+,"0,28%",A,"84,07%",A,"18,07%",A,Aicf
3202009,Dores do Rio Preto,ES,B,"2,11%",A,"86,33%",B,"3,24%",B,Bicf
3202108,Ecoporanga,ES,A+,"0,95%",A,"89,57%",B,"27,33%",A,Aicf
3202207,Fundão,ES,B,"8,02%",A,"90,83%",B,"2,68%",B,Bicf
3202256,Governador Lindenberg,ES,C,"0,39%",A,"95,45%",C,"5,32%",A,Aicf
3202306,Guaçuí,ES,C,"10,56%",A,"90,63%",B,"-1,61%",C,Bicf
3202405,Guarapari,ES,C,"13,77%",A,"89,34%",B,"-0,63%",C,Aicf
3202454,Ibatiba,ES,A+,"2,72%",A,"93,83%",B,"7,77%",A,Aicf
3202504,Ibiraçu,ES,C,"5,90%",A,"96,22%",C,"2,06%",B,Bicf
3202553,Ibitirama,ES,C,"0,00%",A,"97,20%",C,"12,79%",A,Aicf
3202603,Iconha,ES,B,"6,46%",A,"93,07%",B,"3,62%",B,Bicf
3202652,Irupi,ES,C,"3,44%",A,"95,16%",C,"0,59%",B,Cicf
3202702,Itaguaçu,ES,B+,"2,16%",A,"94,98%",B,"0,30%",B,Aicf
3202801,Itapemirim,ES,B,"0,60%",A,"93,20%",B,"1,27%",B,Bicf
